Date,Actual,LGBM_Pred,LGBM_Lower_90,LGBM_Upper_90
2025-05-19 19:00:00,14610.0,14566.351570316123,14187.698686332042,14759.081541583064
2025-05-19 20:00:00,14725.0,14714.305327588001,14425.303941003283,15030.793308341656
2025-05-19 21:00:00,14490.0,14540.8811375114,14325.310563948842,14813.081731599954
2025-05-19 22:00:00,14415.0,14366.598490708575,14152.678770355305,14609.125820871002
2025-05-19 23:00:00,14320.0,14271.355406815623,14030.789519970876,14522.214953160472
2025-05-20 00:00:00,13680.0,13955.786885586507,13704.989987157895,14185.307654953687
2025-05-20 01:00:00,13280.0,13372.28927031738,13117.450735936545,13551.816483241135
2025-05-20 02:00:00,13000.0,13022.696848478688,12800.715813612638,13286.376663024968
2025-05-20 03:00:00,12795.0,12684.01505688629,12460.222724932817,12866.85656546494
2025-05-20 04:00:00,12565.0,12507.55285469151,12176.901217249595,12667.770002945841
2025-05-20 05:00:00,12283.0,12057.482561073693,11833.872165208088,12437.743251729324
2025-05-20 06:00:00,12277.0,12230.29006880241,11767.53953019236,12336.180530816086
2025-05-20 07:00:00,12220.0,12297.562596262169,11993.7341349815,12467.688887257083
2025-05-20 08:00:00,12490.0,12452.725525440359,12060.730871413967,12804.509735625963
2025-05-20 09:00:00,12690.0,12802.03092659499,12456.237835799851,13127.794701476338
2025-05-20 10:00:00,12780.0,13042.411743364588,12729.676296065642,13296.031586180285
2025-05-20 11:00:00,13040.0,13161.151923535926,12804.553919178605,13422.203604855122
2025-05-20 12:00:00,12789.0,13310.893129793943,13047.03737481149,13603.79510682196
2025-05-20 13:00:00,12490.0,12872.924726483823,12487.909715545788,13184.84418820159
2025-05-20 14:00:00,12830.0,12661.942333499315,12288.656702150754,12942.842945696528
2025-05-20 15:00:00,12120.0,12693.576372703086,12371.431306960969,13022.91812015359
2025-05-20 16:00:00,11950.0,11937.362480915619,11590.14092607971,12258.324102268249
2025-05-20 17:00:00,11870.0,11889.90241215195,11487.857653031922,12778.685529474877
2025-05-20 18:00:00,13238.0,13720.457771291907,12578.428885739391,14134.432189254008
2025-05-20 19:00:00,13390.0,13606.02578605913,12954.400348958858,13962.548648695465
2025-05-20 20:00:00,13320.0,13568.04909395875,13019.599767041233,13979.725437754925
2025-05-20 21:00:00,13100.0,13391.791542236617,12971.535053105932,13681.826711639333
2025-05-20 22:00:00,13130.0,13076.178407047144,12593.578526219782,13417.175658445056
2025-05-20 23:00:00,12870.0,13118.7776430018,12676.725070092958,13335.449382507519
2025-05-21 00:00:00,12430.0,12534.440684349156,12288.08881869665,12676.079615429544
2025-05-21 01:00:00,12035.0,12097.912616137226,11883.762900161799,12341.489797441656
2025-05-21 02:00:00,11785.0,11725.255049865604,11581.075452922885,12134.795991097135
2025-05-21 03:00:00,11675.0,11535.59345344735,11295.257154208512,12033.191942219848
2025-05-21 04:00:00,11540.0,11388.57911742658,11130.16854953293,11945.76200419197
2025-05-21 05:00:00,11270.0,11029.099174209807,10710.832983975504,11686.659580803296
2025-05-21 06:00:00,11575.0,11217.573909353909,10854.478091037718,11859.0923246214
2025-05-21 07:00:00,11765.0,11716.009488660711,11312.054108364442,12163.43108066053
2025-05-21 08:00:00,12155.0,12102.43114285022,11721.22239659042,12615.786402783151
